"","Sex","CensusYear","Province.County.or.City","Birthplace","value"
"2807","Male","2011","Longford","Ireland",15953
"2808","Female","2011","Longford","Ireland",15758
"2809","Both sexes","2011","Louth","Ireland",99536
"2810","Male","2011","Louth","Ireland",49282
"2811","Female","2011","Louth","Ireland",50254
"2812","Both sexes","2011","Meath","Ireland",154890
"2813","Male","2011","Meath","Ireland",77294
"2814","Female","2011","Meath","Ireland",77596
"2815","Both sexes","2011","Offaly","Ireland",66626
"2816","Male","2011","Offaly","Ireland",33325
"2817","Female","2011","Offaly","Ireland",33301
"2818","Both sexes","2011","Westmeath","Ireland",71589
"2819","Male","2011","Westmeath","Ireland",35389
"2820","Female","2011","Westmeath","Ireland",36200
"2821","Both sexes","2011","Wexford","Ireland",125144
"2822","Male","2011","Wexford","Ireland",62024
"2823","Female","2011","Wexford","Ireland",63120
"2824","Both sexes","2011","Wicklow","Ireland",114985
"2825","Male","2011","Wicklow","Ireland",57083
"2826","Female","2011","Wicklow","Ireland",57902
"2827","Both sexes","2011","Munster","Ireland",1048609
"2828","Male","2011","Munster","Ireland",522115
"2829","Female","2011","Munster","Ireland",526494
"2830","Both sexes","2011","Clare","Ireland",96727
"2831","Male","2011","Clare","Ireland",48312
"2832","Female","2011","Clare","Ireland",48415
"2833","Both sexes","2011","Cork","Ireland",435891
"2834","Male","2011","Cork","Ireland",216030
"2835","Female","2011","Cork","Ireland",219861
"2836","Both sexes","2011","Cork City","Ireland",98352
"2837","Male","2011","Cork City","Ireland",47996
"2838","Female","2011","Cork City","Ireland",50356
"2839","Both sexes","2011","Cork County","Ireland",337539
"2840","Male","2011","Cork County","Ireland",168034
"2841","Female","2011","Cork County","Ireland",169505
"2842","Both sexes","2011","Kerry","Ireland",118615
"2843","Male","2011","Kerry","Ireland",59554
"2844","Female","2011","Kerry","Ireland",59061
"2845","Both sexes","2011","Limerick","Ireland",164207
"2846","Male","2011","Limerick","Ireland",81762
"2847","Female","2011","Limerick","Ireland",82445
"2848","Both sexes","2011","Limerick City","Ireland",47943
"2849","Male","2011","Limerick City","Ireland",23158
"2850","Female","2011","Limerick City","Ireland",24785
"2851","Both sexes","2011","Limerick County","Ireland",116264
"2852","Male","2011","Limerick County","Ireland",58604
"2853","Female","2011","Limerick County","Ireland",57660
"2854","Both sexes","2011","North Tipperary","Ireland",61052
"2855","Male","2011","North Tipperary","Ireland",30675
"2856","Female","2011","North Tipperary","Ireland",30377
"2857","Both sexes","2011","South Tipperary","Ireland",75484
"2858","Male","2011","South Tipperary","Ireland",37890
"2859","Female","2011","South Tipperary","Ireland",37594
"2860","Both sexes","2011","Waterford","Ireland",96633
"2861","Male","2011","Waterford","Ireland",47892
"2862","Female","2011","Waterford","Ireland",48741
"2863","Both sexes","2011","Waterford City","Ireland",38515
"2864","Male","2011","Waterford City","Ireland",18741
"2865","Female","2011","Waterford City","Ireland",19774
"2866","Both sexes","2011","Waterford County","Ireland",58118
"2867","Male","2011","Waterford County","Ireland",29151
"2868","Female","2011","Waterford County","Ireland",28967
"2869","Both sexes","2011","Connacht","Ireland",442130
"2870","Male","2011","Connacht","Ireland",222069
"2871","Female","2011","Connacht","Ireland",220061
"2872","Both sexes","2011","Galway","Ireland",202088
"2873","Male","2011","Galway","Ireland",101049
"2874","Female","2011","Galway","Ireland",101039
"2875","Both sexes","2011","Galway City","Ireland",54724
"2876","Male","2011","Galway City","Ireland",26378
"2877","Female","2011","Galway City","Ireland",28346
"2878","Both sexes","2011","Galway County","Ireland",147364
"2879","Male","2011","Galway County","Ireland",74671
"2880","Female","2011","Galway County","Ireland",72693
"2881","Both sexes","2011","Leitrim","Ireland",25617
"2882","Male","2011","Leitrim","Ireland",13132
"2883","Female","2011","Leitrim","Ireland",12485
"2884","Both sexes","2011","Mayo","Ireland",106534
"2885","Male","2011","Mayo","Ireland",53709
"2886","Female","2011","Mayo","Ireland",52825
"2887","Both sexes","2011","Roscommon","Ireland",53510
"2888","Male","2011","Roscommon","Ireland",27141
"2889","Female","2011","Roscommon","Ireland",26369
"2890","Both sexes","2011","Sligo","Ireland",54381
"2891","Male","2011","Sligo","Ireland",27038
"2892","Female","2011","Sligo","Ireland",27343
"2893","Both sexes","2011","Ulster (part of)","Ireland",231013
"2894","Male","2011","Ulster (part of)","Ireland",117312
"2895","Female","2011","Ulster (part of)","Ireland",113701
"2896","Both sexes","2011","Cavan","Ireland",60348
"2897","Male","2011","Cavan","Ireland",30679
"2898","Female","2011","Cavan","Ireland",29669
"2899","Both sexes","2011","Donegal","Ireland",123239
"2900","Male","2011","Donegal","Ireland",62211
"2901","Female","2011","Donegal","Ireland",61028
"2902","Both sexes","2011","Monaghan","Ireland",47426
"2903","Male","2011","Monaghan","Ireland",24422
"2904","Female","2011","Monaghan","Ireland",23004
"2905","Both sexes","2011","State","Ireland - county of usual residence",2825408
"2906","Male","2011","State","Ireland - county of usual residence",1431567
"2907","Female","2011","State","Ireland - county of usual residence",1393841
"2908","Both sexes","2011","Leinster","Ireland - county of usual residence",1451011
"2909","Male","2011","Leinster","Ireland - county of usual residence",729118
"2910","Female","2011","Leinster","Ireland - county of usual residence",721893
"2911","Both sexes","2011","Carlow","Ireland - county of usual residence",27621
"2912","Male","2011","Carlow","Ireland - county of usual residence",14456
"2913","Female","2011","Carlow","Ireland - county of usual residence",13165
"2914","Both sexes","2011","Dublin","Ireland - county of usual residence",833246
"2915","Male","2011","Dublin","Ireland - county of usual residence",411318
"2916","Female","2011","Dublin","Ireland - county of usual residence",421928
"2917","Both sexes","2011","Dublin City","Ireland - county of usual residence",334181
"2918","Male","2011","Dublin City","Ireland - county of usual residence",164787
"2919","Female","2011","Dublin City","Ireland - county of usual residence",169394
"2920","Both sexes","2011","Dún Laoghaire-Rathdown","Ireland - county of usual residence",131359
"2921","Male","2011","Dún Laoghaire-Rathdown","Ireland - county of usual residence",64693
"2922","Female","2011","Dún Laoghaire-Rathdown","Ireland - county of usual residence",66666
"2923","Both sexes","2011","Fingal","Ireland - county of usual residence",177049
"2924","Male","2011","Fingal","Ireland - county of usual residence",87919
"2925","Female","2011","Fingal","Ireland - county of usual residence",89130
"2926","Both sexes","2011","South Dublin","Ireland - county of usual residence",190657
"2927","Male","2011","South Dublin","Ireland - county of usual residence",93919
"2928","Female","2011","South Dublin","Ireland - county of usual residence",96738
"2929","Both sexes","2011","Kildare","Ireland - county of usual residence",81756
"2930","Male","2011","Kildare","Ireland - county of usual residence",41693
"2931","Female","2011","Kildare","Ireland - county of usual residence",40063
"2932","Both sexes","2011","Kilkenny","Ireland - county of usual residence",56667
"2933","Male","2011","Kilkenny","Ireland - county of usual residence",29523
"2934","Female","2011","Kilkenny","Ireland - county of usual residence",27144
"2935","Both sexes","2011","Laois","Ireland - county of usual residence",44284
"2936","Male","2011","Laois","Ireland - county of usual residence",23511
"2937","Female","2011","Laois","Ireland - county of usual residence",20773
"2938","Both sexes","2011","Longford","Ireland - county of usual residence",19572
"2939","Male","2011","Longford","Ireland - county of usual residence",10482
"2940","Female","2011","Longford","Ireland - county of usual residence",9090
"2941","Both sexes","2011","Louth","Ireland - county of usual residence",80889
"2942","Male","2011","Louth","Ireland - county of usual residence",40623
"2943","Female","2011","Louth","Ireland - county of usual residence",40266
"2944","Both sexes","2011","Meath","Ireland - county of usual residence",68375
"2945","Male","2011","Meath","Ireland - county of usual residence",35382
"2946","Female","2011","Meath","Ireland - county of usual residence",32993
"2947","Both sexes","2011","Offaly","Ireland - county of usual residence",42273
"2948","Male","2011","Offaly","Ireland - county of usual residence",22047
"2949","Female","2011","Offaly","Ireland - county of usual residence",20226
"2950","Both sexes","2011","Westmeath","Ireland - county of usual residence",45971
"2951","Male","2011","Westmeath","Ireland - county of usual residence",23568
"2952","Female","2011","Westmeath","Ireland - county of usual residence",22403
"2953","Both sexes","2011","Wexford","Ireland - county of usual residence",94334
"2954","Male","2011","Wexford","Ireland - county of usual residence",47782
"2955","Female","2011","Wexford","Ireland - county of usual residence",46552
"2956","Both sexes","2011","Wicklow","Ireland - county of usual residence",56023
"2957","Male","2011","Wicklow","Ireland - county of usual residence",28733
"2958","Female","2011","Wicklow","Ireland - county of usual residence",27290
"2959","Both sexes","2011","Munster","Ireland - county of usual residence",850617
"2960","Male","2011","Munster","Ireland - county of usual residence",430374
"2961","Female","2011","Munster","Ireland - county of usual residence",420243
"2962","Both sexes","2011","Clare","Ireland - county of usual residence",60292
"2963","Male","2011","Clare","Ireland - county of usual residence",31015
"2964","Female","2011","Clare","Ireland - county of usual residence",29277
"2965","Both sexes","2011","Cork","Ireland - county of usual residence",383847
"2966","Male","2011","Cork","Ireland - county of usual residence",191943
"2967","Female","2011","Cork","Ireland - county of usual residence",191904
"2968","Both sexes","2011","Cork City","Ireland - county of usual residence",86220
"2969","Male","2011","Cork City","Ireland - county of usual residence",42234
"2970","Female","2011","Cork City","Ireland - county of usual residence",43986
"2971","Both sexes","2011","Cork County","Ireland - county of usual residence",297627
"2972","Male","2011","Cork County","Ireland - county of usual residence",149709
"2973","Female","2011","Cork County","Ireland - county of usual residence",147918
"2974","Both sexes","2011","Kerry","Ireland - county of usual residence",95902
"2975","Male","2011","Kerry","Ireland - county of usual residence",49150
"2976","Female","2011","Kerry","Ireland - county of usual residence",46752
"2977","Both sexes","2011","Limerick","Ireland - county of usual residence",134470
"2978","Male","2011","Limerick","Ireland - county of usual residence",68199
"2979","Female","2011","Limerick","Ireland - county of usual residence",66271
"2980","Both sexes","2011","Limerick City","Ireland - county of usual residence",40820
"2981","Male","2011","Limerick City","Ireland - county of usual residence",19904
"2982","Female","2011","Limerick City","Ireland - county of usual residence",20916
"2983","Both sexes","2011","Limerick County","Ireland - county of usual residence",93650
"2984","Male","2011","Limerick County","Ireland - county of usual residence",48295
"2985","Female","2011","Limerick County","Ireland - county of usual residence",45355
"2986","Both sexes","2011","North Tipperary","Ireland - county of usual residence",42258
"2987","Male","2011","North Tipperary","Ireland - county of usual residence",21937
"2988","Female","2011","North Tipperary","Ireland - county of usual residence",20321
"2989","Both sexes","2011","South Tipperary","Ireland - county of usual residence",59640
"2990","Male","2011","South Tipperary","Ireland - county of usual residence",30676
"2991","Female","2011","South Tipperary","Ireland - county of usual residence",28964
"2992","Both sexes","2011","Waterford","Ireland - county of usual residence",74208
"2993","Male","2011","Waterford","Ireland - county of usual residence",37454
"2994","Female","2011","Waterford","Ireland - county of usual residence",36754
"2995","Both sexes","2011","Waterford City","Ireland - county of usual residence",30782
"2996","Male","2011","Waterford City","Ireland - county of usual residence",15080
"2997","Female","2011","Waterford City","Ireland - county of usual residence",15702
"2998","Both sexes","2011","Waterford County","Ireland - county of usual residence",43426
"2999","Male","2011","Waterford County","Ireland - county of usual residence",22374
"3000","Female","2011","Waterford County","Ireland - county of usual residence",21052
"3001","Both sexes","2011","Connacht","Ireland - county of usual residence",332708
"3002","Male","2011","Connacht","Ireland - county of usual residence",173149
"3003","Female","2011","Connacht","Ireland - county of usual residence",159559
"3004","Both sexes","2011","Galway","Ireland - county of usual residence",158626
"3005","Male","2011","Galway","Ireland - county of usual residence",81571
"3006","Female","2011","Galway","Ireland - county of usual residence",77055
"3007","Both sexes","2011","Galway City","Ireland - county of usual residence",37686
"3008","Male","2011","Galway City","Ireland - county of usual residence",18321
"3009","Female","2011","Galway City","Ireland - county of usual residence",19365
"3010","Both sexes","2011","Galway County","Ireland - county of usual residence",120940
"3011","Male","2011","Galway County","Ireland - county of usual residence",63250
"3012","Female","2011","Galway County","Ireland - county of usual residence",57690
"3013","Both sexes","2011","Leitrim","Ireland - county of usual residence",15542
"3014","Male","2011","Leitrim","Ireland - county of usual residence",8611
"3015","Female","2011","Leitrim","Ireland - county of usual residence",6931
"3016","Both sexes","2011","Mayo","Ireland - county of usual residence",86869
"3017","Male","2011","Mayo","Ireland - county of usual residence",44997
"3018","Female","2011","Mayo","Ireland - county of usual residence",41872
"3019","Both sexes","2011","Roscommon","Ireland - county of usual residence",30601
"3020","Male","2011","Roscommon","Ireland - county of usual residence",16660
"3021","Female","2011","Roscommon","Ireland - county of usual residence",13941
"3022","Both sexes","2011","Sligo","Ireland - county of usual residence",41070
"3023","Male","2011","Sligo","Ireland - county of usual residence",21310
"3024","Female","2011","Sligo","Ireland - county of usual residence",19760
"3025","Both sexes","2011","Ulster (part of)","Ireland - county of usual residence",191072
"3026","Male","2011","Ulster (part of)","Ireland - county of usual residence",98926
"3027","Female","2011","Ulster (part of)","Ireland - county of usual residence",92146
"3028","Both sexes","2011","Cavan","Ireland - county of usual residence",43627
"3029","Male","2011","Cavan","Ireland - county of usual residence",23197
"3030","Female","2011","Cavan","Ireland - county of usual residence",20430
"3031","Both sexes","2011","Donegal","Ireland - county of usual residence",110914
"3032","Male","2011","Donegal","Ireland - county of usual residence",56333
"3033","Female","2011","Donegal","Ireland - county of usual residence",54581
"3034","Both sexes","2011","Monaghan","Ireland - county of usual residence",36531
"3035","Male","2011","Monaghan","Ireland - county of usual residence",19396
"3036","Female","2011","Monaghan","Ireland - county of usual residence",17135
